15.04.2018;FXDL fahren;Trampolin;Die Todestherapie;Irschenberg, Brannenburg, Kufstein, Thiersee, Bayrischzell
16.04.2018;FLHC zugelassen, Sabine 50,00 Tättowierung;Trampolin;Die Todestherapie;
17.04.2018;MV Stundenhotel;;Die Todestherapie;
18.04.2018;MV Sex;Trampolin;Die Todestherapie;
19.04.2018;MV Sex, FLHC in Augsburg geholt, Brief Toyota Bank;Trampolin;Die Todestherapie;
20.04.2018;FXDL abholen wg Inspektion,  FLHC fahren, Tättowieren Seepferd, Anker schattieren;;;
21.04.2018;FLHC, kochen Schweinelende, Spargel;;Die Todestherapie;Kufstein, Walchsee, Wilder Kaiser, Thiersee, Landl
22.04.2018;FLHC fahren;Trampolin;Die Todestherapie;Sylvensteinstausee, Walchensee
23.04.2018;;Trampolin;Die Todestherapie;
24.04.2018;BOB , S-Bahn fahren arbeit fahren, MV Sex-quicky;;Die Todestherapie;
25.04.2018;FLHC arbeit fahren, Doerr Rezept, Eigentümer Versammlung;;Die Todestherapie;
26.04.2018;;Trampolin;Die Todestherapie;
27.04.2018;FXDL in Geretsrief geholt;;Die Todestherapie;
28.04.2018;FLHC fahren;;Ihr kalter Atem;Nussdorf, Erl, Oberaudorf
29.04.2018;FXDL fahren;;Ihr kalter Atem;Nussdorf, Erl, Sudelfeld
30.04.2018;Sehtest, KofferAnhänger gekauft, Wührer Führerscheinantrag;Trampolin;Ihr kalter Atem;
1.05.2018;FLHC fahren;Trampolin;Ihr kalter Atem;Brannenburg
2.05.2018;FLHC Arbeit fahren, Zahnarzt Huber;;;
3.05.2018;;;Ihr kalter Atem;
4.05.2018;Gemeinde Führerscheinantrag, Tättowierer Seestern schattieren;;;
5.05.2018;FLHC fahren;;Ihr kalter Atem;Chiemsee, Siegsdorf, Schneizlreuth, Lofer, Koessen, Nussdorf
6.05.2018;FXDL fahren, Flur putzen;;Ihr kalter Atem;Hoehenkirchen, Ebersberg
7.05.2018;Sattlerei Sommerer, Führerschein Papiere Fahrschule Wührer;;Ihr kalter Atem;
8.05.2018;FLHC arbeit fahren, Buero Umzug, Cycle Factory wegen Fussraten;;Ihr kalter Atem;
9.05.2018;;;Ihr kalter Atem;
10.05.2018;FXDL fahren;;;Nussdorf,Erl, Ebbs, Kufstein, Landl
11.05.2018;FXDL Cycle Factory wegen Fussraten;Trampolin;Ihr kalter Atem;
12.05.2018;Frikadellen, FXDL fahren, Steuererklärung abgegeben;;Ihr kalter Atem;Bad Toelz, Holzkirchen, Sauerlach, Feldkirchen, Leitzachtal
13.05.2018;FLHC fahren, Mama telefoniert, Muttertag;Trampolin;Ihr kalter Atem;Weyern, Feldkirchen, Vagen, Leitzachtal
14.05.2018;Sattlerei;Trampolin;Ihr kalter Atem;
15.05.2018;MV Sex draussen;;Ihr kalter Atem;
16.05.2018;MV Stundenhotel;;Ihr kalter Atem;
17.05.2018;MV Sex;Trampolin;Ihr kalter Atem;
18.05.2018;;Trampolin;Ihr kalter Atem;
19.05.2018;FLHC fahren, Lamm kochen;Trampolin;Ihr kalter Atem;Nussdorf,Erl, Ebbs, Kufstein, Landl
20.05.2018;FXDL fahren;;Ihr kalter Atem;Irschenberg
21.05.2018;FLHC fahren;Trampolin;Ihr kalter Atem;Weyern, Hoehenkirchen, Anzing, Erding, Dorfen, Bad Aibling
22.05.2018;Sattlerei Sommerer Heritage Sitze;;Kluftinger;
23.05.2018;Auffahrrampe geliefert;Trampolin;Kluftinger;
24.05.2018;BMC meeting und Italiener Essen, MV Sex;;Kluftinger;
25.05.2018;;Trampolin;Kluftinger;
26.05.2018;FXDL fahren, Fisch mit Spargel;;Kluftinger;Nussdorf,Erl, Ebbs, Kufstein, Landl, Leitzachtal
27.05.2018;FXDL fahren, Lachs mit Spargel;Trampolin;Kluftinger;Irschenberg, Vagen, Aying, Holzkirchen, Bad Toelz
28.05.2018;FLHC Sattel fertig, FLHC Inspektion fahren;;Kluftinger;HD Geretsried
29.05.2018;;Trampolin;Kluftinger;
30.05.2018;FLHC abholen in Geretsried;;Kluftinger;HD Geretsried, Miesbach, Leitzachtal
31.05.2018;FXDL fahren, Tomatensosse kochen, FXDL und FLHC waschen;;Kluftinger;Irschenberg, Vagen, Feldkirchen, Grossherenberg, Glonn, Ellmosen, Bad Aibling, Leitzachtal
1.06.2018;Holz sägen, FLHC fahren;;Kluftinger;Irschenberg, Vagen, Feldkirchen, Grossherenberg, Glonn, Antoling, Leitzachtal
2.06.2018;FLHC fahren;;Kluftinger;Irschenberg, Pang, Frassdorf, Aschau, Sachrang, Ebbs, Kufstein, Landl, Beyharting, Irschenberg. Leitzachtal
3.06.2018;FXDL fahren, Fisch braten;Trampolin;Kluftinger;Bad Toelz, Walchensee, Sylvenstein
4.06.2018;FXDL fahren;;Kluftinger;Irschenberg, Bruckmuehl, Feldkirchen, Glonn, Beyharting, Leitzachtal
5.06.2018;FLHC arbeit fahren;;Kluftinger;
6.06.2018;FLHC arbeit fahren;;Kluftinger;
7.06.2018;Holz mitnehmen;;Kluftinger;
8.06.2018;;Trampolin;Kluftinger;
9.06.2018;FXDL fahren;;Kluftinger;Irschenberg, Kolbermoor, Leitzachtal
10.06.2018;FLHC fahren;;Kluftinger;Weyern, Kreuzstrasse, Aying, Pullach, Hundham, Leitzachtal
11.06.2018;FLHC fahren;;Der Ruf des Kuckucks;Hundham, Brannenburg, Sudelfeld
12.06.2018;;schwimmen Kronthaler;Der Ruf des Kuckucks;
13.06.2018;;schwimmen Kronthaler;Der Ruf des Kuckucks;Panik beim schwimmen
14.06.2018;MV Mühlseen, Louis Helm gekauft, Cycle Factory Fussrastenanlage bestellt, Mama und Kerstin telefoniert;;Der Ruf des Kuckucks;
15.06.2018;;;Der Ruf des Kuckucks;
16.06.2018;Holz sägen, FXDL fahren;;Der Ruf des Kuckucks;Tegernsee, Sylvenstein, Bad Toelz, Holzkirchen, Kreuzstrasse, Vagen, Letzachtal
17.06.2018;FLHC fahren, Fisch braten;;Der Ruf des Kuckucks;Irschenberg, Feldkirchen, Glonn, Grafing, Vagen, Parsberg 
18.06.2018;;schwimmen Kronthaler;Der Ruf des Kuckucks;
19.06.2018;MV Sex draussen;schwimmen Kronthaler;Der Ruf des Kuckucks;
20.06.2018;FXDL Cycle Factory wegen Fussrasten und Lenker;;Der Ruf des Kuckucks;
21.06.2018;Fahrstunde;;Der Ruf des Kuckucks;
22.06.2018;Geld Anhänger abgehoben, FLHC fahren;;Der Ruf des Kuckucks;Weyarn, Feldkirchen, Glonn, Grafing, Au, Leitzachtal
23.06.2018;FLHC;;Der Ruf des Kuckucks;Bad Toelz, Sylvenstein, Achensee, Brixlegg, Kundl,Wörgl, Kufstein, Landl, Hundam, Pullach,Irschenberg, Leitzachtal
24.06.2018;FLHC, Pilze kochen;Trampolin;Der Ruf des Kuckucks;Pang, Prutting, Wasserburg, Steinhöring, Zorneding, Glonn, Feldkirchen, Glonn, Leitzachtal
25.06.2018;Fahrstunde;;Der Ruf des Kuckucks;
26.06.2018;FLHC arbeit fahren, Kerstin telefoniert;Trampolin;Der Ruf des Kuckucks;
27.06.2018;Fuehrerscheinpruefung;Trampolin;Der Ruf des Kuckucks;
28.06.2018;;;Der Ruf des Kuckucks;
29.06.2018;Führerschein beim TÜV abgeholt, West Coast Choppers Helm geliefert;;;
30.06.2018;FLHC fahren, kochen - Pilze;Trampolin;Wie sehr willst du leben;Irschenberg, Schoenau, Glonn, Feldkirchen, Bruckmuehl, Leitzachtal
1.07.2018;FLHC fahren, Fisch braten;Trampolin;Wie sehr willst du leben;Parsberg, Nussdof, Ebbs, Kufstein, Thiersee, Landl
2.07.2018;RAV MB-RX 168 Sommerreifen und Inspektion, FLHC putzen;Trampolin;Wie sehr willst du leben;
3.07.2018;MV Sex;;Wie sehr willst du leben;
4.07.2018;Massage Gerät;;Wie sehr willst du leben;
5.07.2018;FXDL abholen, Lukas Geburtstag, Massage Geraet;Trampolin;Wie sehr willst du leben;Irschenberg, Leitzachtal
6.07.2018;;;Wie sehr willst du leben;
7.07.2018;FXDL fahren;;Wie sehr willst du leben;Irschenberg, Tuntenhausen, Bad Endorf, Chieming, Reith im Winkl, Koessen, Kufstein, Landl
8.07.2018;FXDL fahren, Massage Gerät, Fisch braten;;Wie sehr willst du leben;Bad Toelz, Walchensee, Sylvenstein, Bad Toelz, Miesabch, Leitzachtal 
9.07.2018;FLHC fahren;Trampolin;Wie sehr willst du leben;Hundham, Bad Feilnbach, Pullach, Beyharting, Glonn, Feldkirchen, Irschenberg, Leitzachtal
10.07.2018;MV Sex;;Wie sehr willst du leben;
11.07.2018;Anhänger bezahlt, FLHC geräusche Cycle Factory, Massage Gerät;;Wie sehr willst du leben;
12.07.2018;Anhänger zugelassen & abgeholt, FXDL neue Zulassungbescheinigung, Massage Gerät;;Wie sehr willst du leben;
13.07.2018;FLHC fahren, Cycle Factoy - abroll geräusche, Massage Gerät;Trampolin;Wie sehr willst du leben;
14.07.2018;Anhänger einräumen, FXDL fahren, Fisch braten, Massage Gerät;;Wie sehr willst du leben;Woehrnsmuehl, Fischbachau, Bayrischzell, Landl, Kuftsein, Ebbs, Erl, Flintsbach, Pullach, Irschenberg, Leitzachtal
15.07.2018;FLHC fahren, FXDL in Anhänger fahren & Rückwärts rausrollen, Massage Gerät;;Wie sehr willst du leben;FXDL in Anhänger ging sehr gut; Parsberg, Fischbachau, Bayrischzell, Landl, Kufstein, Ebbs, Erl, Flintsbach, Pullach, Irschenberg, Leitzachtal
16.07.2018;FXDL fahren;;;Miesbach, Irschenberg, Golling, Vagen, Golling, Leitzachtal
17.07.2018;Gref & Voelsing Bestellung, FLHC fahren, Holz sägen;;Wie sehr willst du leben;MB, Tölz, Bad Heilnbrunn, Wolfratshausen,  Otterfing, Feldkirchen, Irschenberg, Leitzachtal
18.07.2018;FLHC fahren;;Champagnertod;MB, Brannenburg, Erl, Ebbs, Kufstein, Landl, Schliersee
19.07.2018;FXDL fahren, Hotelzimmer buchen;Trampolin;Champagnertod;Irschenberg, Beyharting, Grafing, Steinheoring, Hohenlinden, Mkt Schwaben, Anzing, Glonn, Feldkirchen, Vagen, Leitzachtal
20.07.2018;FXDL fahren;;Champagnertod;Parsberg, Bad Flintsbach, Brannenburg, Kiefersfelden, Thiersee, Landl
21.07.2018;FLHC fahren morgens und am Abend im Regen, Pommes;;Champagnertod;Irschenberg, Vagen, Feldkirchen, Grossherenberg, Unterlaus, Pullach, Hundham - Bad Toelz, Geretsried, Leitzachtal
22.07.2018;Fisch und Pommes kochen;;Champagnertod;
23.07.2018;FLHC fahren, Anhänger holen;;Champagnertod;Geretsried, Muensing, Seeshaupt, STA
24.07.2018;FXDL fahren;Trampolin;Champagnertod;Wörnsmühl, Irschenberg , Au, Pang, Rohrdorf, Aschau, Sachrang, Kufstein, Landl
25.07.2018;FLHC Geretsried holen;;;Parsberg, Braennenburg, Sudelfeld, Leitzachtal
26.07.2018;Gambach fahren, MV mitgefahren, Hotel Grossen-Linden;;;
27.07.2018;MV Hotel Grossen-Linden, Mama besucht, Kerstin besucht;;;
28.07.2018;Gambach Hausham gefahren;;;
29.07.2018;FLHC fahren;;Champagnertod;Parsberg, Irschenberg, Pullach, Hundham, Leitzachtal, MB, Kreuzstrasse, Leitern, Weyern
30.07.2018;Zulassungsstelle FLHC Leistungsänderung, FXDL fahren;;Champagnertod;Bad Toelz, Sylvenstein, Walchensee
31.07.2018;FXDL fahren, Freibad MB;;Champagnertod;Irschenberg, Pulling, Brannenburg, Sudelfeld
1.08.2018;FLHC fahren, Freibad MB;;;Parsberg, Bad Feilnbach, Raubling, Pullach, Vagen, Irschenberg
2.08.2018;FXDL fahren, Freibad MB;;Champagnertod;MB, Weyarn, Faistenar, Feldkirchen, Golling, Irschenberg, Parsberg
3.08.2018;FXDL ABS entlueften, FLHC fahren;;Champagnertod;MB, Weyarn, Faistenar, Feldkirchen, Vagen, Irschenberg, Leitzachtal, Schliersee 
4.08.2018;FXDL fahren, FLHC Irschenberg, Seehamer See,  Dinzler essen, T-Bone Steak;;Champagnertod;Parsberg, Erl , Kössen, St. Johann, Kufstein, Landl, Leitzachtal 
5.08.2018;FXDL und FLHC waschen, Fisch braten;;Champagnertod;
6.08.2018;FXDL fahren;;Champagnertod;Schliersee, Bayrischzell, Sudelfeld, Bab Feilnbach, Hundham, Leitzachtal, MB, Gmund
7.08.2018;MV Sex, Doerr Rezept, Huber Rechnung;;Champagnertod;
8.08.2018;MV Sex;;Champagnertod, Boeses Geheimnis;
9.08.2018;;;Boeses Geheimnis;
10.08.2018;;;Boeses Geheimnis;
11.08.2018;FLHC fahren;;Boeses Geheimnis;Parsberg, Au, Bad Feilnbach, Brannenburg, Erl, Ebbs, Kufstein, Landl, Schliersee
12.08.2018;FXDL fahren, Fisch kochen;;Boeses Geheimnis;Parsberg, Au, Bad Feilnbach, Brannenburg, Erl, Ebbs, Kufstein, Landl, Leitzachtal
13.08.2018;FXDL fahren;;Boeses Geheimnis;Gmund, Bad Toelz, Holki, Weyern, Seehamer See, Leitzachtal, Woernsmuehl
14.08.2018;MV Sex;;Boeses Geheimnis;
15.08.2018;FLHC fahren, Pizza backen;;Boeses Geheimnis;Parsberg, Auerschmid, Irschenberg, Woernsmuehl
16.08.2018;;;Das Boese;
17.08.2018;FLHC fahren;;Das Boese;Parsberg, Bad Feilnbach, Brannenburg, Nussdorf, Rohrdorf, RO, Golling, Irschenberg, Letzachtal, Woernsmuehl
18.08.2018;FXDL fahren, Fisch braten;;Das Boese;Bad Toelz, Sylvenstein, Walchensee, Kochel, Bad Toelz, Holzkirchen, Foeching, Fellach, Feldkirchen, Vagen, Leitzachtal, Schliersee
19.08.2018;FXDL fahren, Fisch braten;;Das Boese;Woernsmuehl, Hundham, Pang, Simsee, Frasdorf, Aschau, Sachrang, Kufstein, Landl
20.08.2018;FLHC fahren, HD Geretsried wg Road King;;Das Boese;MB, Bad Toelz, Geretsried, Bad Toelz, MB
21.08.2018;FXDL arbeit fahren, CB hat auf email geantwortet;;Das Boese;
22.08.2018;FLHC arbeit fahren;;Das Boese;
23.08.2018;CB email und telefoniert, MV Sex;;Das Boese;
24.08.2018;;Trampolin;Das Boese;
25.08.2018;Gulasch kochen;;Das Boese;
26.08.2018;;;Das Boese;
27.08.2018;FXDL fahren;Trampolin;Das Boese;Parsberg, Au, Brannenburg, Raubling, Pang, Golling, Irschenberg, Woernsmuehl
28.08.2018;FXDL arbeit fahren;;Das Boese;
29.08.2018;FLHC arbeit fahren;;Das Boese;
30.08.2018;;;Das Boese;
31.08.2018;Erbseneintopf;;Das Boese;
1.09.2018;;;Das Boese;
2.09.2018;Fisch braten;;Das Boese;
3.09.2018;FLHC fahren, FXDL Sitzbank Sattlerei abgegeben;;Rachgier;Gmund, Holki, Seehamer See, Leitzachtal, Woernsmuehl
4.09.2018;Jekyll und Hyde Werkstattmodus;;Rachgier;
5.09.2018;FLHC arbeit fahren, CB telefoniert;;;
6.09.2018;MV sex;;Rachgier;
7.09.2018;;;Rachgier;
8.09.2018;Zwetschgenmus kochen,Ilona und Rolf getroffen Gmund, Steak braten;;Rachgier;
9.09.2018;FLHC fahren, Fisch braten;;Rachgier;Parsberg, Bad Feilnberg, Brannenburg, Sudelfeld, Hundham
10.09.2018;FLHC fahren;;Rachgier;Hundham, Pullach, Beyharting, Glonn, Aying, Vagen, Leitzachtal
11.09.2018;;;Rachgier;
12.09.2018;Zwetschgenmus kochen, FLHC fahren;;Rachgier;Parsberg, Au, Brannenburg, Sudelfeld, Hundham
13.09.2018;Steak essen Muenchen BMC im Little London;;;
14.09.2018;;;Rachgier;
15.09.2018;Zwetchgenmus, FLHC fahren;;Rachgier;Parsberg, Brannenburg, Kiefersfelden, Landl
16.09.2018;FLHC fahren, FLHC Luft pruefen;;Rachgier;Hundham, Pullach, Goetting, Fedlkirchen, Glonn, Vaterstetten, Anzing, EBE,Grafing,  Straussdorf, Beyharting, Irschenberg, Leitzachtal
17.09.2018;FLHC fahren;;Rachgier;Leitzachtal, Au, Bad Feilnbach, Brannenburg, Sudelfeld, Schliersee
18.09.2018;FLHC arbeit fahren;;Rachgier;
19.09.2018;FLHC arbeit fahren;;;
20.09.2018;;;Rachgier;
21.09.2018;;;Rachgier;
22.09.2018;Lammbraten, Holz sägen, Flur putzen, FLHC waschen;;Rachgier;
23.09.2018;FLHC fahren;;Rachgier;Woernsmuehl, Hundham, Brannenburg, Kufstein, Landl, Hundham, Leitzachtal
24.09.2018;Paletten mitgenommen;;Rachgier;
25.09.2018;FLHC arbeit fahren, FXDL Sitz abholen;;Rachgier;
26.09.2018;FXDL arbeit fahren, MidYear review;;Rachgier;
27.09.2018;MV Hotel Sex;;;
28.09.2018;FXDL fahren;;Rachgier;Parsberg, Irschenberg, Golling, Vagen, Leitzachtal
29.09.2018;FXDL fahren;;Rachgier;Hundham, Brannenburg, Nussdorf, Frasdorf, Aschau, Bernried, Prien, Bad Endorf, RO, Pang, golling, Leitzachtal
30.09.2018;FLHC fahren;;Rachgier;Bad Toelz, Sylvenstein, Walchensee, Bad Toelz
1.10.2018;Keller geraeumt;;Rachgier;
2.10.2018;;;Rachgier;
3.10.2018;;;Rachgier;
4.10.2018;FLHC fahren, Thunfisch Aufstrich;;Rachgier;Parsberg, Pang, Erl, Ebbs, Kufstein, Landl, Leitzachtal
5.10.2018;FXDL fahren;;Toedlicher Befehl;Parsberg, Au, Bad Feilnbach, Brannenburg, Erl, Ebbs, Kufstein, Landl, Schliersee
6.10.2018;FXDL fahren, Frikadellen, Wirsching;;Toedlicher Befehl;
7.10.2018;;;Toedlicher Befehl;
8.10.2018;FXDL fahren;;Toedlicher Befehl;Hundham, Bad Feilnbach, Raubling, Pullach, Vagen, Leitzachtal
9.10.2018;FLHC arbeit fahren;;Toedlicher Befehl;
10.10.2018;FLHC arbeit fahren;;Toedlicher Befehl;
11.10.2018;FLHC arbeit fahren;;Toedlicher Befehl;
12.10.2018;Satteltaschen lackieren;;Toedlicher Befehl;
13.10.2018;Lamm, FXFL fahren;;Toedlicher Befehl;Hundham, Pullach, Feldkirchen, Unterlaus, Irschenebrg, Leitzachtal
14.10.2018;FXDL fahren;;Toedlicher Befehl;Parsberg, Bad Feilbach, Pullach, Beyharting, Glonn, Oberframmern, Hoehemkirchen, Feldkrichen, Vagen. Leitzachtal
15.10.2018;FXDL fahren;;Toedlicher Befehl;Woernsmuehl, Hundham, Bad Feilnbach, Brannenburg, Sudelfeld, Woernsmuehl
16.10.2018;MV Sex;;Der Fluestermann;
17.10.2018;FLHC arbeit fahren;;Der Fluestermann;
18.10.2018;;;Der Fluestermann;
19.10.2018;;;Der Fluestermann;
20.10.2018;FLHC fahren, Wirsing kochen, FLHC waschen;;Der Fluestermann;Parsberg, Bad Feilnbach, Brannenburg, Nussdorf, Erl, Ebbs, Kufstein, Landl, Schliersee
21.10.2018;FXDL fahren;;Der Fluestermann;Parsberg, Bad Feilnbach, Brannenburg, Kiefersfelden, Kufstein, Landl, Leitzachtal
22.10.2018;CB Sex Hotel Salzburg;;Der Fluestermann;
23.10.2018;;;Der Fluestermann;
24.10.2018;BMC essen Italiener;;;
25.10.2018;RAV MB AX 812 Winterreifen wechseln;;Der Fluestermann;
26.10.2018;;;Der Fluestermann;
27.10.2018;Rouladen gekocht, Apfelkuchen;;Der Fluestermann;
28.10.2018;;;Der Fluestermann;
29.10.2018;;;Quercher und das Jammertal;
30.10.2018;MV Sex;;Quercher und das Jammertal;
31.10.2018;MV Sex,  Hotel Achheim 6h Zimmer;;Quercher und das Jammertal;
1.11.2018;FLHC fahren;;Quercher und das Jammertal;Parsberg, Au, Pang, Brannenburg, Nussdorf, Erl, Ebbs, Kufstein, Landl, Woernsmuehl
2.11.2018;Hefebrezen gebacken;;Quercher und das Jammertal;
3.11.2018;FXDL fahren, Fisch braten, Tomatensalat;;Quercher und das Jammertal;Bad Toelz, Penzberg, Sesshaupt, Muensing, WOR, Geretsried, Bad Toelz
4.11.2018;FXDL fahren;;Quercher und das Jammertal;Parsberg, Au, Pullach. Maxlrain, Golling, Irschenberg, Leitzachtal, Woernsmuehl
5.11.2018;FLHC fahren;;;Bad Toelz, Holki, Foeching, Fellach, Kreuzstarsse, Feldkirchen, Vagen, Leitsachtal, Woernsmuehl
6.11.2018;BMC exchange München, Award;;Quercher und das Jammertal;
7.11.2018;FXDL arbeit fahren;;Quercher und das Jammertal;
8.11.2018;;;;
9.11.2018;Bolognaise kochen;;Quercher und das Jammertal;
10.11.2018;FLHC fahren;;Quercher und das Jammertal;Parsberg, Au, Pang, RO, Rohrdorf, Simsee, Bad Endorf, golling, Irschenberg, Leitzachtal, Woernsmuehl
11.11.2018;FXDL fahren;;Quercher und das Jammertal;Hundham, Brannenburg, Nussdorf, Rohrdorf, Simsee, Pang, Leitzachtal, Woernsmuehl
12.11.2018;FXDL fahren;;Quercher und das Jammertal;Hundham, Brannenburg, Nussdorf, Rohrdorf, Pang, Leitzachtal, Woernsmuehl
13.11.2018;MV Sex im Auto;;Quercher und das Jammertal;
14.11.2018;MV Sex, Hotel Schwaig 6h Zimmer;;Quercher und das Jammertal;
15.11.2018;;;Quercher und das Jammertal;
16.11.2018;;;Das Killer Hotel;
17.11.2018;Frikadellen & Wirsing gekocht, FXDL waschen & zusammen mit FLHC in Anhänger;;Das Killer Hotel;
18.11.2018;Mama gestorben;;Das Killer Hotel;
19.11.2018;Bratkartoffeln & Bratwuerstchen;;Das Killer Hotel;
20.11.2018;Milchreis kochen;;Das Killer Hotel;
21.11.2018;MV beim Baecker in der frueh abgeholt und am abend nach hause gefahren;;Das Killer Hotel;
22.11.2018;;;Das Killer Hotel;
23.11.2018;;;Der Schädelbrecher;
24.11.2018;Pizza backen;;Der Schädelbrecher;SM beim saufen erwischt
25.11.2018;Nudel und Tomatensosse, Harley verzurrt Anhänger;walken, kurz laufen;Der Schädelbrecher;
26.11.2018;Buch Muttertag - Nele Neuhaus gekauft;walken, kurz laufen;Der Schädelbrecher;
27.11.2018;MV Sex im Auto;;Der Schädelbrecher;
28.11.2018;MV Sex, Hotel Schwaig 6h Zimmer;walken, kurz laufen;Der Schädelbrecher;
29.11.2018;BMC workshop, MV nach Gi-Linden Hotel gefahren, Griedel gefahren;walken Krontahler;;
30.11.2018;MV Gi-Linden Hotel, Beerdigung Mama;;;
1.12.2018;Griedel Ilona und Kerstin verabschiedet, MV Gi-Linden München gefahren;;Der Schädelbrecher;
2.12.2018;;walken, Hugel aufwaerts, kurz laufen;;
3.12.2018;FLHC - HD Galerie Gelting / Wolfratshausen Winterlagerung;;Der Schädelbrecher, Winterkalt;Anhänger verloren
4.12.2018;MV Bäcker abgeholt;;Winterkalt;
5.12.2018;CB hat treffen für 10.12. abgesagt;;Winterkalt;
6.12.2018;MV Bäcker abgeholt;;Winterkalt;
7.12.2018;;;Winterkalt;
8.12.2018;FXDL Batterie ausbauen, Schitzel mit Rosenkohl;walken, kurz laufen;Winterkalt;
9.12.2018;;walken ueber KH, kurz laufen;Winterkalt;
10.12.2018;MV Sex, Hotel Schwaig 6h Zimmer;;Winterkalt;
11.12.2018;MV Sex im Auto, geilen BJ, Zahnarzt Termin;;Winterkalt;
12.12.2018;Dörr 24h Blutdruck, Blutabnahme;;Winterkalt;
13.12.2018;Dörr check, Ultraschall, MV Sex im Auto;;Winterkalt;
14.12.2018;;;Winterkalt;
15.12.2018;Fisch mit Kartoffelsalat;walken Stadlberg;Winterkalt;
16.12.2018;Fisch mit Bratkartoffeln;walken Stadlberg;Winterkalt;
17.12.2018;;;Wovon träumst du?;
18.12.2018;;;Wovon träumst du?;
19.12.2018;MV Sex im Auto, geilen BJ;;;
20.12.2018;;;Wovon träumst du?;
21.12.2018;;;Wovon träumst du?;
22.12.2018;Lamm kochen;;;
23.12.2018;;;;
24.12.2018;;walken;Wovon träumst du?;
25.12.2018;Ilona telefoniert;;Wovon träumst du?;
26.12.2018;Apfelkuecherl;walken ueber KH;Wovon träumst du?;
27.12.2018;;;;
28.12.2018;;;;
29.12.2018;Rosenkohl kochen;walken Stadlberg, Althausham;Wovon träumst du?;
30.12.2018;Fisch braten;;Wovon träumst du?;
31.12.2018;Wirsing kochen;walken ueber KH, ohne Pause;;
1.01.2019;;walken ueber KH, ohne Pause;Wovon träumst du?;
2.01.2019;;;Wovon träumst du?;
3.01.2019;`;walken, Baumstumpf & zurueck;;30 Minuten, geht immer in der Mittagspause
4.01.2019;;;Verschwunden;
5.01.2019;;;Verschwunden;starker Schneefall
6.01.2019;;;Verschwunden;starker Schneefall
7.01.2019;;;Verschwunden;
8.01.2019;;;Verschwunden;
9.01.2019;MV Sex Hotel Ramada Oberding;;Verschwunden;
10.01.2019;MV Sex Hotel Ramada Oberding;;Verschwunden;
11.01.2019;;;Verschwunden;
12.01.2019;;;Verschwunden;
13.01.2019;;;Verschwunden;
14.01.2019;;;Verschwunden;SM wieder mal am saufen, Flasche JD, liegt nackt im Buero auf dem Boden
15.01.2019;MV Sex im Auto;;Verschwunden;
16.01.2019;;;Verschwunden;
17.01.2019;MV abgeholt beim Bäcker;;Verschwunden;
18.01.2019;;;Die TodesApp;
19.01.2019;;walken;Die TodesApp;
20.01.2019;;walken;Die TodesApp;Stadlberg, viel Schnee, schwierig zu gehen
21.01.2019;;;Die TodesApp;
22.01.2019;;;Die TodesApp;
23.01.2019;;;Die TodesApp;
24.01.2019;MV Sex im Auto, Ruecksitz umgeklappt;;Die TodesApp;
25.01.2019;;;Die TodesApp;
26.01.2019;;;;
27.01.2019;;;Die TodesApp;
28.01.2019;SM bei Meyer-Huebner;;Die TodesApp;
29.01.2019;MV Sex im Auto, Rücksitz umgeklappt;;Die TodesApp;
30.01.2019;Regenz-Wagner Kurzzeitpflege fuer Lukas;;Die TodesApp;
31.01.2019;;;Die TodesApp;
1.02.2019;Regenz-Wagner in Erlkam wg Termin;;Die TodesApp;
2.02.2019;Lukas Regens-Wagner nach Erlkam gefahren, online checkin;;Die TodesApp;
3.02.2019;Flughafen München, Nizza Fluege gestrichen;;;
4.02.2019;Flughafen München, Flug Nizza;;;
5.02.2019;Nizza arbeiten, KD SMS;;;
6.02.2019;Nizza BMC workshop, GrandTour ipad geschaut;;;
7.02.2019;Nizza BMC workshop;;;
8.02.2019;Flug Nizza München, MV geilen OV, SM Notarzt, Einlieferung KH;;;
9.02.2019;aufräumen, Birgit, Robert, Renate, Lukas Regens-Wagner geholt, SM im KH besucht;;;
10.02.2019;Lukas Schrank raeumen, SM KH besucht;;;
11.02.2019;Antrag Kurzzeitpflege an DAK, Manu auf Besuch, SM KH besucht;;;
12.02.2019;MV Holzkirchen geholt, zu Hause, geilen Sex;;;
13.02.2019;Kleidersaecke Renate gefahren, Kuechenschrank geraeumt, Regens-Wagner wegen Lukas, SM KH besucht;;;
14.02.2019;Wäsche waschen, Alibert geräumt, einkaufen Alpengrossmarkt, SM KH besucht;;;
15.02.2019;Bad Schrank raeumen, SM KH besucht, KD SMS;;;
16.02.2019;Staub saugen, nass wischen, Flur, Bad Schrank raeumen, Fischstäbchen, SM KH besucht;;;
17.02.2019;Fisch und Spinat kochen, SM KH besucht;;;
18.02.2019;Doc wg Lukas Karte & Rezept, SM KH besucht;;;
19.02.2019;;;;
20.02.2019;SM KH besucht;;;
21.02.2019;Katzenkloo, saugen, SM KH besucht, einkaufen;;;
22.02.2019;SM KH besucht;;;
23.02.2019;Kochen Lachs und Spinat, SM KH besucht;;;
24.02.2019;essen kochen, SM KH besuch, Lukas Regenz Wagner, MV in WOR abgeholt;;;
25.02.2019;MV zu Hause geilen Sex, SM KH besucht;;;
26.02.2019;MV Erding gefahren, Lissabon geflogen, BMC CAB treffen Sky bar, Grand Tour Prime Video;;;
