28. Januar 2017	Pino gassi, Kuchen backen		Schwarzes Netz	
29. Januar 2017	Pino gassi, Dinzler		Schwarzes Netz	
30. Januar 2017	Pino gassi		Schwarzes Netz	
31. Januar 2017	Pino gassi		Schwarzes Netz	
1. Februar 2017	Gorschlüter wg HD Reifen		Schwarzes Netz	
2. Februar 2017	Zahnzarzt		Schwarzes Netz	
3. Februar 2017	Pino gassi		Schwarzes Netz	
4. Februar 2017	Pino gassi, Therme Bad Aibling, Dinzler		Gas und Galle	
5. Februar 2017	Pino gassi		Gas und Galle	
6. Februar 2017	Pino gassi		Gas und Galle	
7. Februar 2017	EMA V900 upgrade		Gas und Galle	
8. Februar 2017	MBO		Gas und Galle	
9. Februar 2017			Gas und Galle	
10. Februar 2017	Pino gassi, Cycle Factory wegen Reifen wechsel		Gas und Galle	
11. Februar 2017	Pino gassi, Krapfen backen		Gas und Galle	
12. Februar 2017	Pino gassi, Flur wischen		Gas und Galle	
13. Februar 2017	Pino gassi		Gas und Galle	
14. Februar 2017	Control-M Tag München		Gas und Galle	
15. Februar 2017	BMC R&D onsite, Harley Boots		Gas und Galle	
16. Februar 2017	Pino gassi		Gas und Galle	
17. Februar 2017	Pino gassi, IMOT München, Lederweste gekauft		Gas und Galle	
18. Februar 2017	Pino gassi		Gas und Galle	
19. Februar 2017	Pino gassi, Dinzler		Mr K	
20. Februar 2017	Pino gassi		Mr K	
21. Februar 2017	BMC WCM session		Mr K	
22. Februar 2017	BMC WCM session		Mr K	
23. Februar 2017	MUCCT4D und MUCCT1T auf V900 upgrade		Mr K	
24. Februar 2017	Pino gassi, Allianz Harley ummelden		Mr K	
25. Februar 2017	Pino gassi, Gemuese, Krapfen, Therme Bad Aibling		Mr K	
26. Februar 2017	Pino gassi		Mr K	
27. Februar 2017	Pino gassi, Manu geholfen mit Presentation, Harley Batterie einbauen, Motorrad Kleidung		Mr K	
28. Februar 2017	Pino gassi, Juergen gestorben		Mr K	
1. März 2017	Pino gassi, Eybel Pralinen, Harley umgemeldet 03 bis 11		Mr K	
2. März 2017	Pino gassi, Harley fahren, Cyclic Factory wg Auspuff		Mr K	
3. März 2017	Pino gassi, Harley fahren		Mr K	
4. März 2017	Pino gassi, Harley fahren, Herrmannsdorfer		Der Nagelkiller	
5. März 2017	Pino gassi, Harley fahren		Der Nagelkiller	
6. März 2017	Pino gassi, KH Agatharied MRT		Der Nagelkiller	
7. März 2017	Pino gassi, Dr Berkmann, Gambach, SMS Maria nur Unsinn und warum ueberhaupt angeschrieben			
8. März 2017	Pino gassi, Gambach, Juergen Beerdigung, Birgit getroffen, Birgit hat keine Zeit am Abend			
9. März 2017	Pino gassi, Ingird SMS hat keine Zeit, Angi Bernried, SMS Maria, aber das ist einfach zu doof 		Der Nagelkiller	
10. März 2017	Pino gassi		Der Nagelkiller	
11. März 2017	Pino gassi; Harley fahren		Der Nagelkiller	
12. März 2017	Pino gassi, Harley fahren Tatzelwurm		Der Nagelkiller	
13. März 2017	Pino gassi, Manu zu Hause wegen Presentation gefragt, Harley fahren Sudelfeld, Tatzelwurm		Der Nagelkiller	
14. März 2017	Hochzeitstag, MUCCT3T-V900, MUCCT4T-V900		Der Nagelkiller	
15. März 2017	Harley Reifen Wechsel Cycle Factory		Der Nagelkiller	
16. März 2017	Harley Arbeit gefahren, MUCCT6T-V900, Rene lunch		Der Nagelkiller	
17. März 2017	Pino gassi, Harley fahren, Hermannsdorfer		Der Nagelkiller	
18. März 2017	Pino gassi, Therme Bad Aibling		Der Nagelkiller	
19. März 2017	Pino gassi		Der Nagelkiller	
20. März 2017	Pino gassi, Harley fahren - Tatzelwurm, MUCCT5P-V900		Der Nagelkiller	
21. März 2017	MUCCT5T-V900, MUCCT4P-V900		Der Nagelkiller	
22. März 2017	Cycle Factory - Jekill and Hyde bestellt, MUCCT1P-V900		Der Nagelkiller	
23. März 2017	Harley Arbeit gefahren, MUCCT3P-V900, Pino einschläfern		Der Nagelkiller	
24. März 2017			Der Nagelkiller	
25. März 2017	Harley fahren		Der Nagelkiller	
26. März 2017	Harley fahren, BOB fahren Bayrischzell		Leutwyler	
27. März 2017	Harley fahren		Leutwyler	
28. März 2017	Harley arbeit fahren, ACS workshop		Leutwyler	
29. März 2017	Harley arbeit fahren, ACS workshop		Leutwyler	
30. März 2017	Harley arbeit fahren, ACS workshop		Leutwyler	
31. März 2017	Harley fahren		Leutwyler	
1. April 2017	Harley fahren, Sylvenstein, Bad Kohlgrub		Psychose	
2. April 2017	Harley fahren		Psychose	
3. April 2017	MUCCT6P-V900		Psychose	
4. April 2017	Manu telefoniert, Stop JobOSR Development		Die Brandmoerder	
5. April 2017	Dr. Dörr, Angie Bernried		Die Brandmoerder	
6. April 2017	Semmeln holen		Die Brandmoerder	
7. April 2017			Die Brandmoerder	
8. April 2017	Harley fahren Tatzelwurm	MTB Schliersee	Die Brandmoerder	
9. April 2017	Flur wischen, Harley fahren Kiefersfelden, Kufstein	MTB Schliersee	Die Brandmoerder	
10. April 2017	Halrey fahren, Eybel Pralinen, Verso Sommerreifen	MTB Hausham	Die Brandmoerder	
11. April 2017	Harley Inspektion	MTB Schliersee	Die Brandmoerder	
12. April 2017	Harley Inspektion holen	MTB Schliersee - Berg	Die Brandmoerder	
13. April 2017	Dauerauftrag Harley 100 Euro pro Monat an Sabine, Lammfleisch		Die Brandmoerder	
14. April 2017	Harley fahren, Reit im Winkel, Ruhpolding		Die Brandmoerder	
15. April 2017	Harley fahren, Herrmannsdorfer		Die Brandmoerder	
16. April 2017			Die Brandmoerder	
17. April 2017	Gulasch gekocht	MTB Miesbach	Angst	
18. April 2017	Verso Werkstatt wg Fehlermeldung, Pino Steuer abgemeldet, DSL Anchluss 1und1		Der Fledermausmann	
19. April 2017	Dinzler		Der Fledermausmann	
20. April 2017	Harley Jekyll and Hyde Auspuff montiert, Pizza backen		Der Fledermausmann	
21. April 2017	Harley fahren		Der Fledermausmann	
22. April 2017	Harley fahren, Lammbraten		Der Fledermausmann	
23. April 2017	BOB fahren Bayrischzell		Der Fledermausmann	
24. April 2017	Harley fahren		Der Fledermausmann	
25. April 2017	DR side installation		Der Fledermausmann	
26. April 2017				
27. April 2017	API Jobs	Hallenbad Erding	Der Fledermausmann	
28. April 2017	Holz liefern		Der Fledermausmann	
29. April 2017	Harley fahren; Holz einrraeumen		Der Fledermausmann	
30. April 2017	Harley fahren		Der Fledermausmann	
1. Mai 2017	Harley fahren	MTB fahren	Der Fledermausmann	
2. Mai 2017	LED Scheinwerfer Harley bestellt	MTB fahren	Der Fledermausmann	
3. Mai 2017	Tina Sex Hotel		Der Fledermausmann	
4. Mai 2017	24h Blutdruck, Manu telefoniert		Der Fledermausmann	
5. Mai 2017	Unterhaching Sex, einkaufen Louis , Lederjacke, Lederhose		Der Fledermausmann	
6. Mai 2017	Harley fahren		Der Fledermausmann	
7. Mai 2017	Harley LED Scheinwerfer montiert, Käsekuchen, Flur putzen		Der Fledermausmann	
8. Mai 2017			Der Fledermausmann	
9. Mai 2017	Maria SMS		Der Fledermausmann	
10. Mai 2017	Harley fahren		Der Fledermausmann	
11. Mai 2017	Harley arbeit fahren, Fonic Karte aufgeladen, Maria SMS; Kreisverlehr Unterlaus angefahren			
12. Mai 2017	Augenarzt Dr. Kau, Maria SMS			
13. Mai 2017	Harley fahren		Der Fledermausmann	
14. Mai 2017	Kuchen backen, Mama telefoniert		Der Fledermausmann	
15. Mai 2017	Toyota RAV4 gekauft, Maria SMS wg treffen		Der Fledermausmann	
16. Mai 2017	Harley arbeit fahren, Maria Café Münchener Freiheit getroffen		Der Fledermausmann	
17. Mai 2017	Harley arbeit fahren, Maria SMS, BMC Dominic essen		Der Fledermausmann	
18. Mai 2017	Harley fahren		Der Fledermausmann	
19. Mai 2017	Toyota RAV4 gekauft, Maria SMS		Der Fledermausmann	
20. Mai 2017	Harley fahren			
21. Mai 2017	Harley fahren, kuchen backen		Der Fledermausmann	
22. Mai 2017	Harley fahren, beinahe Vorfahrt genommen		Der Fledermausmann	
23. Mai 2017	Harley arbeit fahren	MTB fahren, Uebungen		
24. Mai 2017	Angi Bernried, Eigentümer Versammlung, neben Manu gesessen 	Uebungen	Der Fledermausmann	
25. Mai 2017	Harley waschen, Auto saugen und ausräumen, Apfelkuchen backen	MTB fahren	Der Fledermausmann	
26. Mai 2017	RAV4 uebergeben, Lieferung Kevlar Hose, Harley fahren		Der Fledermausmann	
27. Mai 2017	Harley fahren	MTB fahren	Der Fledermausmann	
28. Mai 2017	Harley fahren	MTB fahren	Der Fledermausmann	
29. Mai 2017	Harley fahren, Hermannsdorfer, Protektoren geliefert		Der Fledermausmann	
30. Mai 2017	RAV4 erste fahrt ins Büro / Erding	schwimmen Freibad	Der Fledermausmann	
31. Mai 2017	Kevlar Hoodie geliefert	schwimmen Freibad	Der Fledermausmann	
1. Juni 2017	Harley arbeit fahren, Maria SMS			
2. Juni 2017	RAV4 uebergeben		Post Mortem - Tränen aus Blut	
3. Juni 2017	Harley fahren Salzburg, Berchtesgaden, Koenigssee		Post Mortem - Tränen aus Blut	
4. Juni 2017	Kuchen gebacken		Post Mortem - Tränen aus Blut	
5. Juni 2017	Harley fahren		Post Mortem - Tränen aus Blut	
6. Juni 2017	Physio MT, Maria SMS		Post Mortem - Tränen aus Blut	
7. Juni 2017	BMC	schwimmen Freibad	Post Mortem - Tränen aus Blut	
8. Juni 2017	Harley arbeit fahren, Maria SMS		Post Mortem - Tränen aus Blut	
9. Juni 2017	Physio MT		Post Mortem - Tränen aus Blut	
10. Juni 2017	Kuchen backen, Pizza backen	MTB	Post Mortem - Tränen aus Blut	
11. Juni 2017	Harley fahren	MTB - Neuhaus Bhf	Post Mortem - Tränen aus Blut	
12. Juni 2017		MTB fahren	Post Mortem - Tränen aus Blut	
13. Juni 2017	Harley fahren, Physio MT		Post Mortem - Tränen aus Blut	
14. Juni 2017	Harley arbeit fahren, Mama telefoniert, Maria SMS, Kerstin telefoniert, Chrissy SMS	schwimmen Freibad	Post Mortem - Tränen aus Blut	
15. Juni 2017	Harley fahren	MTB Schliersee	Post Mortem - Tränen aus Blut	
16. Juni 2017	Harley fahren, Physio MT		Post Mortem - Tränen aus Blut	
17. Juni 2017	Harley fahren Mittenwald		Post Mortem - Tränen aus Blut	
18. Juni 2017	Harley fahren		Post Mortem - Tränen aus Blut	
19. Juni 2017	Harley fahren, Rosenheim Zoll Auto Steuer frei, Maria SMS wg treffen, Physio MT		Post Mortem - Tränen aus Blut	
20. Juni 2017	Harley arbeit fahren	schwimmen Freibad	Post Mortem - Tränen aus Blut	
21. Juni 2017	Maria SMS	schwimmen Freibad	Post Mortem - Tränen aus Blut	
22. Juni 2017	Harley arbeit fahren, Burger King ED	schwimmen Freibad	Post Mortem - Zeit der Asche	
23. Juni 2017	Manu total sexy, im T-Shirt zeichnet sich alles ab, Harley fahren, Physio MT		Post Mortem - Zeit der Asche	
24. Juni 2017	Harley fahren	MTB Schliersee	Post Mortem - Zeit der Asche	
25. Juni 2017	Hefegebaeck		Post Mortem - Zeit der Asche	
26. Juni 2017	Kerstin , Mama telefoniert			
27. Juni 2017	WCM workshop	schwimmen Kronthaler	Post Mortem - Zeit der Asche	
28. Juni 2017	Physio		Post Mortem - Zeit der Asche	
29. Juni 2017	Doerr, Maria SMS	schwimmen Freibad	Post Mortem - Zeit der Asche	Es ist besser ich lass das mit Maria, weiss gar nicht warum ich mich mit ihr treffen soll. Was soll das bringen
30. Juni 2017	Physio MT		Post Mortem - Zeit der Asche	
1. Juli 2017	Wurstgulasch gekocht, Harley fahren			
2. Juli 2017	Flur putzen	MTB Schliersee	Post Mortem - Zeit der Asche	
3. Juli 2017			Post Mortem - Zeit der Asche	
4. Juli 2017	Harley arbeit fahren	schwimmen Freibad		
5. Juli 2017	Lukas Geburtstag		Post Mortem - Zeit der Asche	
6. Juli 2017	Harley arbeit fahren, Maria SMS wg Kronthaler treffen	schwimmen Kronthaler	Post Mortem - Zeit der Asche	Warum versuche ich es immer wieder ….
7. Juli 2017	Manu gewesen, schöne kleine Brüste im Shirt; Physio		Post Mortem - Zeit der Asche	
8. Juli 2017	Harley fahren, Maria SMS treffen abgesagt	MTB, schwimmen Schliersee	Post Mortem - Zeit der Asche	Jetzt werde ich das unterlassen die MV nochmal anzuschreiben
9. Juli 2017	Kerstin telefoniert	MTB, schwimmen Schliersee	Post Mortem - Zeit der Asche	
10. Juli 2017	Kerstin,  Schliersbergalm, essen Bräuwirth		Post Mortem - Zeit der Asche	
11. Juli 2017	essen Hopf  Weissbräustüberl	schwimmen Kronthaler	Post Mortem - Zeit der Asche	
12. Juli 2017	Kerstin telefoniert	schwimmen Kronthaler	Post Mortem - Zeit der Asche	
13. Juli 2017	Harley fahren	schwimmen Kronthaler	Post Mortem - Zeit der Asche	
14. Juli 2017	Physio		Post Mortem - Zeit der Asche	
15. Juli 2017	Harley fahren, Hopfbräu essen	MTB, schwimmen Schliersee	Post Mortem - Zeit der Asche	
16. Juli 2017	Harley fahren	MTB, schwimmen Schliersee	Post Mortem - Zeit der Asche	
17. Juli 2017	Harley fahren		Toedliche Ferien	
18. Juli 2017	Harley arbeit fahren	schwimmen Kronthaler	Toedliche Ferien	
19. Juli 2017	Harley arbeit fahren, BMC WCM workshop	schwimmen Kronthaler	Toedliche Ferien	
20. Juli 2017	Harley arbeit fahren, regen nach Hause gefahren, EK SMS	schwimmen Kronthaler	Toedliche Ferien	
21. Juli 2017	Lukas Schulabschluss, Harley fahren, Physio		Toedliche Ferien	
22. Juli 2017	Harley fahren	MTB, schwimmen Schliersee	Toedliche Ferien	
23. Juli 2017	Harley putzen, Paletten aus Anhänger	MTB, schwimmen Schliersee	Toedliche Ferien	
24. Juli 2017	BG Geburtstags SMS		Toedliche Ferien	
25. Juli 2017	Termin Harley Inspektion		Toedliche Ferien	
26. Juli 2017	Mercure Hotel Elena		Toedliche Ferien	
27. Juli 2017	Neopren Shorty schwimmen	schwimmen Kronthaler		
28. Juli 2017	Harley fahren		Toedliche Ferien	
29. Juli 2017	Harley fahren Wolfgang See, Hopf Bräustüberl essen	MTB, schwimmen Schliersee	Toedliche Ferien	
30. Juli 2017	Harley fahren, Flur putzen	MTB Miesbach	Toedliche Ferien	
31. Juli 2017	Maria SMS, Sparkasse Darlehen		Toedliche Ferien	
1. August 2017	Maria Kronthaler Weiher, Maria Sex	schwimmen Kronthaler	Toedliche Ferien	
2. August 2017	Harley fahen - House of flames		Post Mortem - Tage des Zorns	
3. August 2017	Harley arbeit fahren	schwimmen Kronthaler	Post Mortem - Tage des Zorns	
4. August 2017			Post Mortem - Tage des Zorns	
5. August 2017	Paletten sägen, Harley fahren	MTB, schwimmen Schliersee	Post Mortem - Tage des Zorns	
6. August 2017			Post Mortem - Tage des Zorns	
7. August 2017	Physio		Post Mortem - Tage des Zorns	
8. August 2017	Harley arbeit fahren	schwimmen Kronthaler	Post Mortem - Tage des Zorns	
9. August 2017	MV Sex, House of Flames	schwimmen Kronthaler	Post Mortem - Tage des Zorns	
10. August 2017	MV Sex	schwimmen Kronthaler	Post Mortem - Tage des Zorns	
11. August 2017	Physio		Post Mortem - Tage des Zorns	
12. August 2017	Paletten sägen, Therme Bad Aibling		Post Mortem - Tage des Zorns	
13. August 2017	Harley fahren		Post Mortem - Tage des Zorns	
14. August 2017	Physio		Post Mortem - Tage des Zorns	
15. August 2017	Harley fahren	MTB fahren	Post Mortem - Tage des Zorns	
16. August 2017	Mia Sex Mercure Hotel, Mama telefoniert	schwimmen Kronthaler	Post Mortem - Tage des Zorns	Panik beim schwimmen vor der Insel
17. August 2017	MV Sex	schwimmen Kronthaler	Post Mortem - Tage des Zorns	
18. August 2017	MV Telegram		Post Mortem - Tage des Zorns	
19. August 2017	Paletten sägen		Post Mortem - Tage des Zorns	
20. August 2017	Harley fahren, Kino Griesnockerlaffaere	MTB Neuhaus	Quercher und das Seelenrasen 	
21. August 2017	Paletten sägen, Harley fahren	MTB Wörnsmühler Berg	Quercher und das Seelenrasen 	
22. August 2017	Paletten sägen, Wendelstein Zahnradbahn 	MTB Schliersee	Quercher und das Seelenrasen 	
23. August 2017	Paletten sägen, Harley fahren	MTB Hausham	Quercher und das Seelenrasen 	
24. August 2017	MTB gestürzt	MTB Schliersee, schwimmen	Quercher und das Seelenrasen 	
25. August 2017				
26. August 2017	Gambach fahren			
27. August 2017	Gambach			
28. August 2017	Gambach nach Hausham, Harley fahren		Quercher und das Seelenrasen 	
29. August 2017	Harley fahren zum Wilder Kaiser Tirol		Quercher und das Seelenrasen 	
30. August 2017	Harley fahren Sylvenstein		Quercher und das Seelenrasen 	
31. August 2017	Harley fahren Sudelfeld, KH Agatharied Thorax Röntgen, Helm geliefert		Quercher und das Seelenrasen 	
1. September 2017			Quercher und das Seelenrasen 	
2. September 2017	Rosenheim einkaufen		Quercher und das Seelenrasen 	
3. September 2017			Quercher und das Seelenrasen 	
4. September 2017	Harley fahren		Rissiges Eis	
5. September 2017	Paletten sägen		Rissiges Eis	
6. September 2017	Paletten sägen, Harley fahren		Rissiges Eis	
7. September 2017	Harley fahren Dorfen		Rissiges Eis	
8. September 2017	Harley fahren vormitttag und abend		Rissiges Eis	
9. September 2017	Paletten sägen, Therme Bad Aibling		Rissiges Eis	
10. September 2017	Schnitzel braten		Rissiges Eis	
11. September 2017			Rissiges Eis	
12. September 2017			Rissiges Eis	
13. September 2017	Anhänger Paletten, IPAD 4 gebraucht, 		Rissiges Eis	
14. September 2017	Tiziana Jabber		Rissiges Eis	
15. September 2017			Rissiges Eis	
16. September 2017	House of Flames 2018 Modelle, 2 Mädels Stundenhotel, Therme Bad Aibling, Maxlrainer Bräustüberl			
17. September 2017	TS, Tortellini gekocht		Rissiges Eis	
18. September 2017			Rissiges Eis	
19. September 2017				
20. September 2017	Angi Bernried		Rissiges Eis	
21. September 2017	Harley Arbeit gefahren, Geek game		Rissiges Eis	
22. September 2017	Harley fahren		Rissiges Eis	
23. September 2017	Harley fahren, Braeustueberl Maxlrain Biergarten essen	MTB Schliersee	Rissiges Eis	
24. September 2017	Pizza backen, Flur putzen	MTB Schliersee	Rissiges Eis	
25. September 2017	Harley fahren		Die letzte Runde	
26. September 2017	Harley arbeit fahren		Die letzte Runde	
27. September 2017	Harley arbeit fahren, meeting Tiziana		Die letzte Runde	
28. September 2017	Harley arbeit fahren		Die letzte Runde	
29. September 2017	Harley fahren		Die letzte Runde	
30. September 2017	harley fahren		Die letzte Runde	
1. Oktober 2017	Käsekuchen backen, Wirsing kochen		Die letzte Runde	
2. Oktober 2017	Paletten sägen, Anhänger	MTB Schliersee	Die letzte Runde	
3. Oktober 2017			Die letzte Runde	
4. Oktober 2017		Trampolin	Die letzte Runde	
5. Oktober 2017	Anhänger TÜV	Trampolin	Die letzte Runde	
6. Oktober 2017		Trampolin	Die letzte Runde	
7. Oktober 2017	Kochen Kartoffelpuffer	Trampolin	Die letzte Runde	
8. Oktober 2017		Trampolin	Die letzte Runde	
9. Oktober 2017			Die letzte Runde	
10. Oktober 2017	BMC essen 	Trampolin	Die letzte Runde	
11. Oktober 2017			Die letzte Runde	
12. Oktober 2017	Harley Arbeit fahren		Die letzte Runde	
13. Oktober 2017	Harley fahren		Die letzte Runde	
14. Oktober 2017	Harley fahren Sylvenstein, Kufstein, Thiersee	MTB Schliersee	Die letzte Runde	
15. Oktober 2017	Harley fahren	MTB Schliersee	Die letzte Runde	
16. Oktober 2017	Harley fahren		Die letzte Runde	
17. Oktober 2017	Harley Arbeit fahren		Die letzte Runde	
18. Oktober 2017	Harley Arbeit fahren	Trampolin	Die letzte Runde	
19. Oktober 2017	Angi Bernried		Die letzte Runde	
20. Oktober 2017			Die letzte Runde	
21. Oktober 2017	McTrek	Trampolin	Quercher und der Blutfall	
22. Oktober 2017		Trampolin	Quercher und der Blutfall	
23. Oktober 2017	Winterreifen	Trampolin	Quercher und der Blutfall	
24. Oktober 2017	Zahnzarzt Huber, Dr. Bachmaier		Quercher und der Blutfall	Maria SMS, eigentlich ist sie nervig, keine Ahnung warum ich geschrieben habe
25. Oktober 2017		Trampolin	Quercher und der Blutfall	stehe mal zur Entscheidung und schreibe nicht mehr
26. Oktober 2017	Harley arbeit fahren		Quercher und der Blutfall	
27. Oktober 2017		Trampolin	Quercher und der Blutfall	
28. Oktober 2017	Harley fahren		Quercher und der Blutfall	
29. Oktober 2017			Quercher und der Blutfall	
30. Oktober 2017	Holz sägen	Trampolin	Quercher und der Blutfall	
31. Oktober 2017	Harley fahren		Quercher und der Blutfall	
1. November 2017		Trampolin	Quercher und der Blutfall	
2. November 2017	Holz sägen, Harley fahren		Quercher und der Blutfall	
3. November 2017	Holz sägen		Totenfang - David Hunter	
4. November 2017	Harley fahren		Totenfang - David Hunter	
5. November 2017	Dinzler		Totenfang - David Hunter	
6. November 2017		Trampolin	Totenfang - David Hunter	
7. November 2017			Totenfang - David Hunter	
8. November 2017			Totenfang - David Hunter	
9. November 2017			Totenfang - David Hunter	
10. November 2017			Totenfang - David Hunter	
11. November 2017	Therme Bad Aibling		Totenfang - David Hunter	
12. November 2017	Krapfen backen		Totenfang - David Hunter	
13. November 2017			Totenfang - David Hunter	
14. November 2017			Totenfang - David Hunter	
15. November 2017			Mooresschwaerze	
16. November 2017			Mooresschwaerze	
17. November 2017	Harley Ölwechsel mit Filter		Mooresschwaerze	
18. November 2017	Holz sägen		Mooresschwaerze	
19. November 2017	Rosenkohl kochen, Harley Batterie ausbauen, Flur putzen		Mooresschwaerze	
20. November 2017	Lindner Schliersee Gutschein		Mooresschwaerze	
21. November 2017			Mooresschwaerze	
22. November 2017	Dörr 24h Blutdruck, REST API		Mooresschwaerze	
23. November 2017	Termin Dörr		Mooresschwaerze	
24. November 2017	Sabine Geburtstag, Mama telefoniert		Mooresschwaerze	
25. November 2017	Holz sägen, Wirsing kochen, Kerstin telefoniert		Mooresschwaerze	
26. November 2017			Mooresschwaerze	
27. November 2017			Mooresschwaerze	
28. November 2017			Mooresschwaerze	
29. November 2017	zu hause arbeiten		Mooresschwaerze	
30. November 2017	zu hause arbeiten		Mooresschwaerze	
1. Dezember 2017			Engelsschlaf	
2. Dezember 2017	Lamm kochen		Engelsschlaf	
3. Dezember 2017			Engelsschlaf	
4. Dezember 2017			Engelsschlaf	
5. Dezember 2017			Engelsschlaf	
6. Dezember 2017			Engelsschlaf	
7. Dezember 2017	github		Engelsschlaf	
8. Dezember 2017	github		Engelsschlaf	
9. Dezember 2017	Bolognese kochen		Engelsschlaf	
10. Dezember 2017	Bad putzen, Holz Balkon		Engelsschlaf	
11. Dezember 2017			Engelsschlaf	
12. Dezember 2017	Leih Notebook		Engelsschlaf	
13. Dezember 2017	BMC Pizza essen,  Termin taetowieren		Engelsschlaf	
14. Dezember 2017	Notebook re-installed		Nachtspiel	
15. Dezember 2017	Totenkopf taetowieren			
16. Dezember 2017	Meeritsch kochen		Nachtspiel	
17. Dezember 2017	Flur putzen		Nachtspiel	
18. Dezember 2017			Nachtspiel	
19. Dezember 2017	neuen Kindle		Nachtspiel	
20. Dezember 2017			Nachtspiel	
21. Dezember 2017	Angi Bernried		Nachtspiel	
22. Dezember 2017			Nachtspiel	
23. Dezember 2017	Wirsing kochen		Nachtspiel	
24. Dezember 2017	Mama und Kerstin telefoniert		Nachtspiel	
25. Dezember 2017			Nachtspiel	
26. Dezember 2017			Nachtspiel	
27. Dezember 2017	Gambach gefahren		Nachtspiel	
28. Dezember 2017	MTZ			
29. Dezember 2017	Giesen			
30. Dezember 2017	Hausham gefahren		Nachtspiel	
31. Dezember 2017			Nachtspiel	
1. Januar 2018			Berechnung	
2. Januar 2018	essen Kantine, Tiziana Training		Berechnung	
3. Januar 2018	essen kantine, Tiziana Training		Berechnung	
4. Januar 2018	essen Kantine, Tiziana Training		Berechnung	
5. Januar 2018	Tiziana Training		Berechnung	
6. Januar 2018	Wirsing kochen		Berechnung	
7. Januar 2018	Rosenkohl kochen		Berechnung	
8. Januar 2018	Tiziana Training		Berechnung	
9. Januar 2018	essen Kantine, Tiziana Training		Berechnung	
10. Januar 2018	ACS Tarining, essen Kantine, Tiziana Training			
11. Januar 2018	ACS Training, essen Kantine			
12. Januar 2018	Tätowieren "No Rules"			
13. Januar 2018	Bohnesuppe kochen		Berechnung	
14. Januar 2018	Holz oberen Balkon		Berechnung	
15. Januar 2018	Herz Ultraschall, MV SMS		Berechnung	
16. Januar 2018	MV SMS	Trampolin	Berechnung	
17. Januar 2018	MV SMS	Trampolin	Berechnung	
18. Januar 2018	Spagetti Carbonara, Handkreissaege	Trampolin	Berechnung	
19. Januar 2018		Trampolin	Berechnung	
20. Januar 2018	Lamm braten		Mordswald	
21. Januar 2018			Mordswald	
21. Januar 1900	MV Telegram	Trampolin	Mordswald	
23. Januar 2018	MV Sex		Mordswald	
24. Januar 2018	MV Sex		Mordswald	
25. Januar 2018		Trampolin	Mordswald	
26. Januar 2018			Mordswald	
27. Januar 2018	Erbsensuppe, Krapfen	Trampolin	Mordswald	
28. Januar 2018	MV Telegram, Change Management Training	Trampolin, boxsack	Mordswald	
29. Januar 2018		Trampolin	Mordswald	
30. Januar 2018	TS SMS		Mordswald	
31. Januar 2018	Reiesepass beantragt, Tättowierer "No Limits"		Mordswald	
1. Februar 2018	Kreditkartenantrag		Mordswald	
2. Februar 2018			Mordswald	`
3. Februar 2018			Mordswald	
4. Februar 2018			Station TS12	
5. Februar 2018	SPK Depot eroeffnet, Reisepass geholt		Station TS12	
6. Februar 2018	MV Sex		Station TS12	
7. Februar 2018	MV Sex, Thai essen, EMAPRD V918		Station TS12	
8. Februar 2018	ESTA Antrag		Station TS12	
9. Februar 2018			Station TS12	
10. Februar 2018	McTrek		Feingeist	
11. Februar 2018			Feingeist	
12. Februar 2018	Belastungs EKG, Tättowierer  Linien Tintenfisch		Feingeist	
13. Februar 2018			Feingeist	
14. Februar 2018			Feingeist	
15. Februar 2018	AH Bernried		Feingeist	
16. Februar 2018	IMOT München		Feingeist	
17. Februar 2018			Feingeist	
18. Februar 2018	Mama telefoniert, Dinzler kein guter Kaffee		Feingeist	
19. Februar 2018	MV Sex, Gambach gefahren			
20. Februar 2018	Birgit mitgenommen nach Butzbach, Zug nach Fankfurt gefahren, Flug Austin			
21. Februar 2018	BMC Board meeting, Essen, Klapperschlange probiert, Tiziana anbandeln versucht			Tiziana klar Aussage das sie nicht moechte
22. Februar 2018	BMC Board meeting			
23. Februar 2018	Flug Frankfurt			
24. Februar 2018	Birgit Kaffee trinken, Gambach nach Hausham gefahren			
25. Februar 2018			Feingeist	
26. Februar 2018	RAV abgeholt, Tättowierer Tintenfisch schattiert			
27. Februar 2018	House of Flames wg Road King		Feingeist	
28. Februar 2018	Control-M workshop Amadeus			
1. März 2018	Control-M workshop BMW Welt München		Feingeist	
2. März 2018	Thunderbike telefoniert		Feingeist	
3. März 2018			Feingeist	
4. März 2018			Drogenparty	
5. März 2018			Drogenparty	
6. März 2018	MV Sex		Drogenparty	
7. März 2018	email HD Augsburg wegen Inzahlungnahme Low Rider, MV Nacht im Mercure Hotel MUC Ost			
8. März 2018	MV Nacht im Mercure Hotel MUC Ost		Drogenparty	
9. März 2018	FXDL Batterie eingebaut		Drogenparty	
10. März 2018	FXDL fahren, HD FLHC Heritage Softail Classic 107 		Drogenparty	
11. März 2018	FXDL fahren, Flur putzen		Drogenparty	
12. März 2018	Überweisung Harley Davidson Softaill Heritage		Drogenparty	
13. März 2018			Drogenparty	
14. März 2018			Drogenparty	
15. März 2018	MV Sex		Drogenparty	
16. März 2018	Tättowierer Hintergrund Seedrache und Tintenfisch schattiert			
17. März 2018	Pizza backen, SMS von Ingrid, ist in Bad Hofgastein		Drogenparty	
